"id","Ammonium ( uM )","Avg_Chloro ( mg/m3 )","Avg_Phaeo ( mg/m3 )","Chl1 ( mg/m3 )","Chl2 ( mg/m3 )","Nitrate ( uM )","Nitrite ( uM )","Nitrite_Nitrate ( uM )","pDA ( ng/mL )","Phaeo1 ( mg/m3 )","Phaeo2 ( mg/m3 )","Phosphate ( uM )","Silicate ( uM )","Temp ( Celsius )","Salinity ( PSS )"
"HABs-CalPoly_2013-03-08T21:20:00Z",0.2796163,9.11,1.18,12.9,5.32,4.875227,0.177464,5.052691,0,1.4,0.96,0.850188,6.204578,11,NA
"HABs-CalPoly_2013-03-16T00:00:00Z",0.22528127,21.45,3,21.1,21.8,3.160502,0,3.160502,0,2.8,3.2,0.236512,1.565691,15,NA
"HABs-CalPoly_2013-03-20T19:20:00Z",0.3682433,11.3,11.1,8.4,14.2,0.379746,0,0.379746,0,16.4,5.8,0.227741,0,12,NA
"HABs-CalPoly_2013-04-01T20:50:00Z",0.97984713,2.24,0.72,2.3,2.18,5.69578,0,5.69578,0,0.74,0.7,0.564249,1.880467,14,NA
"HABs-CalPoly_2013-04-05T18:45:00Z",0.46801668,0.53,0.41,0.39,0.67,0.774063,0,0.774063,0,0.43,0.38,0.241052,0,14,NA
"HABs-CalPoly_2013-04-12T17:30:00Z",1.6279452,3.98,1.01,4.04,3.92,19.487316,0.243384,19.730701,0,0.96,1.06,1.854611,25.484558,9,NA
"HABs-CalPoly_2013-04-17T22:45:00Z",0.6250089,6,1.64,4.02,7.89,5.960712,0.26048043,6.2211924,0.1,1.12,2.16,0.67395943,12.514621,12,NA
"HABs-CalPoly_2013-04-23T19:30:00Z",0.7841262,3.81,1.03,3.79,3.82,12.437715,0.23386846,12.671583,0.09,1.02,1.03,0.81673306,3.8786998,14,NA
"HABs-CalPoly_2013-05-01T17:45:00Z",1.835788,1.41,0.82,1.76,1.06,9.286377,0.19170257,9.47808,0,1.02,0.61,0.95729506,6.498446,14,NA
"HABs-CalPoly_2013-05-11T19:00:00Z",1.3401861,2.83,0.75,2.96,2.7,7.41553,0.23117866,7.6467085,0,0.8,0.7,0.58844423,7.402782,14.5,NA
"HABs-CalPoly_2013-05-17T18:10:00Z",0.6133208,12.52,2.16,12.52,NA,3.507721,0.16035314,3.6680741,0.05,2.16,NA,0.5203302,10.227911,13,NA
"HABs-CalPoly_2013-05-24T10:15:00Z",0.46872184,8.17,1.97,8.34,8,7.9369383,0.26490557,8.201844,0,2.1,1.84,0.7471693,16.254393,11.67,NA
"HABs-CalPoly_2013-05-31T17:45:00Z",0.27003238,16.2,8.85,14.5,17.9,0.7633947,0.14410274,0.90749747,0,12.8,4.9,0.31253955,15.668652,12.2,NA
"HABs-CalPoly_2013-06-07T20:00:00Z",1.2545754,2.38,0.75,2.26,2.5,0.24930398,0,0.24930398,0,0.8,0.7,0.1136162,1.1195595,13.89,NA
"HABs-CalPoly_2013-06-18T00:30:00Z",2.242864,3.13,0.97,3.14,3.12,1.1738043,0.1993017,1.3731059,0,0.96,0.98,0.53927225,11.510298,14.4,NA
"HABs-CalPoly_2013-06-27T16:00:00Z",0.9864033,9.1,2.46,16.6,1.6,3.9432545,0.16554862,4.108803,NA,4.5,0.41,0.8014352,6.258899,14.51,NA
"HABs-CalPoly_2013-07-02T15:45:00Z",1.1000811,4.96,1.78,5.06,4.86,0.48788726,0,0.48788726,0,1.74,1.82,0.32088435,2.0869458,13.33,NA
"HABs-CalPoly_2013-07-11T16:30:00Z",4.6297307,1.32,0.66,1.42,1.23,8.24876,0.28522334,8.533983,0,0.72,0.6,1.3246515,10.641094,15.2,NA
"HABs-CalPoly_2013-07-18T16:30:00Z",4.8968525,2.56,0.76,2.42,2.7,10.848027,0.49767953,11.345707,0,0.7,0.82,1.6265606,27.480415,13.3,NA
"HABs-CalPoly_2013-07-25T16:20:00Z",0.59844863,4.99,0.74,4.02,5.96,3.5196571,0,3.5196571,0.09,1.48,2,0.48715714,3.9742343,14.3,NA
"HABs-CalPoly_2013-08-01T16:00:00Z",2.0878463,4.81,1.65,3.82,5.8,1.487782,0.17061493,1.6583968,0,1.26,2.04,0.5315668,4.765851,NA,NA
"HABs-CalPoly_2013-08-07T21:45:00Z",0.4987598,13.9,3.85,13.9,13.9,0.5524552,0.13172568,0.68418086,NA,3.7,4,0.5560293,7.4266276,14.82,NA
"HABs-CalPoly_2013-08-15T16:30:00Z",1.2621047,3.43,0.96,3.5,3.36,0,0,0,NA,0.9,1.02,0.1221871,1.0339264,16.01,NA
"HABs-CalPoly_2013-08-21T17:00:00Z",1.2653888,2.3,0.64,2.52,2.08,2.1946018,0.10408554,2.2986872,0.5,0.74,0.54,0.5781586,7.8033385,15.3,NA
"HABs-CalPoly_2013-08-29T17:30:00Z",4.7180257,3.01,0.85,2.7,3.32,5.941481,0.322465,6.2639465,0,0.76,0.94,1.446058,14.324618,14.07,NA
"HABs-CalPoly_2013-09-05T18:30:00Z",1.7577754,5.06,1.66,5.18,4.94,1.1199853,0.130524,1.2505094,0,1.66,1.66,0.644219,3.756341,16.5,NA
"HABs-CalPoly_2013-09-12T21:00:00Z",0.9060008,6.76,1.42,6.54,6.98,2.436701,0.211256,2.647957,0.1,1.54,1.3,0.683632,10.381182,15.8,NA
"HABs-CalPoly_2013-09-19T18:30:00Z",0.36366236,8.06,1.77,8.04,8.08,3.0529783,0.247183,3.3001614,0.08,1.8,1.74,0.967015,14.844698,13.5,NA
"HABs-CalPoly_2013-09-28T21:00:00Z",0.32671285,12.35,2.4,10.9,13.8,0.47955662,0,0.47955662,0.09,2.3,2.5,0.200491,1.679981,NA,NA
"HABs-CalPoly_2013-10-05T00:00:00Z",1.9803634,2.66,0.7,2.76,2.56,1.2838622,0,1.2838622,0.1,0.68,0.72,0.669403,5.673223,NA,NA
"HABs-CalPoly_2013-10-12T18:00:00Z",0.6373748,1.72,1.14,1.72,1.72,0.52328736,0,0.52328736,0.8,1.16,1.12,0.359095,0,13.8,NA
"HABs-CalPoly_2013-10-17T23:00:00Z",0.9185923,2.54,0.7,2.5,2.58,2.0005944,0.196683,2.1972773,0,0.7,0.7,0.508775,4.408075,15.4,NA
"HABs-CalPoly_2013-10-25T16:15:00Z",3.3970032,4.33,1.26,4.6,4.06,2.8650076,0.329112,3.1941195,0,1.08,1.44,0.902671,12.259055,14.56,NA
"HABs-CalPoly_2013-11-02T18:45:00Z",2.0507274,2.73,0.62,2.7,2.76,7.4462113,0.430439,7.8766503,0.1,0.6,0.64,1.117717,15.807096,13.97,NA
"HABs-CalPoly_2013-11-11T21:20:00Z",0.90001965,6.91,1.29,7.1,6.72,0.5910279,0.131727,0.7227549,0.1,1.16,1.42,0.2566,4.160783,14.2,NA
"HABs-CalPoly_2013-11-17T23:30:00Z",0.9798675,6.2,1.34,6.6,5.8,2.3968225,0.209038,2.6058605,0,1.26,1.42,0.790457,13.507371,NA,NA
"HABs-CalPoly_2013-11-25T15:45:00Z",1.3456293,15.5,3.75,18.5,12.5,1.3499261,0.197827,1.5477531,0.3,4.1,3.4,0.729657,7.712098,NA,NA
"HABs-CalPoly_2013-12-01T20:00:00Z",1.3422312,1.6,0.64,1.64,1.56,0.7935544,0.144921,0.93847543,0,0.66,0.62,0.494875,4.86375,NA,NA
"HABs-CalPoly_2013-12-08T23:00:00Z",3.0294561,2.58,0.7,2.66,2.5,8.4379225,0.314532,8.752454,0,0.7,0.7,1.137391,12.885051,12.674,NA
"HABs-CalPoly_2013-12-13T20:20:00Z",1.4989401,4.67,1.13,4.8,4.54,11.584306,0.48689,12.071196,0,1.16,1.1,1.331284,18.270103,11.9,NA
"HABs-CalPoly_2013-12-18T21:10:00Z",1.439291,8.5,2.3,9.5,7.5,1.291244,0,1.291244,0,1.9,2.7,0.394212,1.839741,12.8,NA
"HABs-CalPoly_2014-01-05T22:15:00Z",3.482862,1.73,0.54,1.82,1.64,2.969504,0.14974,3.119244,0,0.54,0.54,0.653444,5.632697,13.6,NA
"HABs-CalPoly_2014-01-10T19:45:00Z",4.155935,1.06,0.53,1.05,1.06,12.892118,0.230987,13.123105,0,0.5,0.55,1.412779,12.132702,13.5,NA
"HABs-CalPoly_2014-01-17T20:10:00Z",1.5849538,1.2,0.57,1.25,1.15,7.690019,0.252444,7.942463,0,0.6,0.54,0.875067,10.684196,13,NA
"HABs-CalPoly_2014-01-24T20:15:00Z",2.3812547,1.34,0.97,1.34,1.34,4.83974,0.161938,5.001678,0,0.94,1,0.668572,5.953798,13.5,NA
"HABs-CalPoly_2014-01-31T20:40:00Z",3.903935,1.16,0.2,0.93,1.39,3.066102,0,3.066102,0,0.67,-0.28,0.83191,3.751854,13,NA
"HABs-CalPoly_2014-02-17T19:10:00Z",3.991302,1.48,6.5,1.54,1.42,6.947665,0.420771,7.368436,0,6.6,6.4,1.081641,11.6233,11.9,NA
"HABs-CalPoly_2014-02-23T21:00:00Z",2.8436003,1.08,0.45,1.11,1.04,10.163007,0.28706,10.450067,0,0.44,0.46,0.924029,12.657811,13.2,NA
"HABs-CalPoly_2014-03-02T20:30:00Z",4.753725,1.46,1.79,1.54,1.38,13.274443,0.297749,13.572192,0,1.84,1.74,1.498024,16.7134,13.6,NA
"HABs-CalPoly_2014-03-09T23:15:00Z",1.6736964,2.11,0.81,2.08,2.14,4.749382,0.172071,4.921453,0,0.8,0.82,0.418438,6.786863,14.5,NA
"HABs-CalPoly_2014-03-17T16:45:00Z",2.7268763,2.22,1.35,2.24,2.2,6.559897,0,6.559897,0,1.38,1.32,0.775659,6.473863,13.1,NA
"HABs-CalPoly_2014-03-30T20:20:00Z",2.7455072,4.76,3.48,4.44,5.08,3.945476,0.132209,4.077685,0,4.42,2.52,0.657472,3.345412,12.7,NA
"HABs-CalPoly_2014-04-07T15:35:00Z",2.3057423,2.91,1.35,2.76,3.06,11.288354,0.23269,11.521044,0,1.28,1.42,1.127138,12.028435,12.5,NA
"HABs-CalPoly_2014-04-14T16:15:00Z",4.019306,8.45,2.75,8.9,8,12.885542,0.268201,13.153743,0,2.7,2.8,1.13332,5.361636,10.9,NA
"HABs-CalPoly_2014-04-21T16:00:00Z",1.5622993,11.9,7.5,12.6,11.2,6.88629,0,6.88629,0.05,5.6,9.4,0.692883,3.690046,14.1,NA
"HABs-CalPoly_2014-04-28T16:00:00Z",3.8536386,2.05,1.54,1.98,2.12,17.803383,0.357838,18.16122,0,1.38,1.7,1.520295,18.4755,11.2,NA
"HABs-CalPoly_2014-05-05T16:15:00Z",1.0690174,3.61,2,3.64,3.57,1.07772,0,1.07772,0.08,1.95,2.05,0.290965,2.21532,NA,NA
"HABs-CalPoly_2014-05-12T16:15:00Z",1.5847635,13.65,4.1,13.6,13.7,7.490115,0.289965,7.78008,0.17306209,4.7,3.5,0.778877,8.82535,11.6,NA
"HABs-CalPoly_2014-05-19T16:20:00Z",2.6492865,2.79,1.07,2.66,2.92,2.16975,0,2.16975,0,0.88,1.27,0.451923,1.372047,15.9,NA
"HABs-CalPoly_2014-06-02T17:00:00Z",2.5830228,1.5,0.46,1.82,1.17,1.7902807,0.21719983,2.0074806,0.053479902,0.56,0.36,0.6006675,4.177414,NA,NA
"HABs-CalPoly_2014-06-11T22:00:00Z",0.7196881,7.19,0.93,7.04,7.34,0.6020924,0,0.6020924,0,0.92,0.94,0.13886207,0,NA,NA
"HABs-CalPoly_2014-06-25T01:15:00Z",0.70790887,7.13,0.57,6.98,7.28,0.3583306,0,0.3583306,0,0.4,0.74,0.15354346,0,NA,NA
"HABs-CalPoly_2014-06-30T23:40:00Z",0.75460213,2.38,0.39,2.3,2.46,0.39917898,0,0.39917898,0,0.4,0.38,0.38737538,4.728121,NA,NA
"HABs-CalPoly_2014-07-08T01:15:00Z",0.54843485,2.74,0.67,2.86,2.62,1.7490124,0.12771793,1.8767302,0,0.62,0.72,0.37348485,3.381042,NA,NA
"HABs-CalPoly_2014-07-18T01:30:00Z",0.54504335,7.52,3.5,7.4,7.64,0.32110265,0,0.32110265,0,3.52,3.48,0.2099405,6.050449,NA,NA
"HABs-CalPoly_2014-07-22T02:00:00Z",0.8523165,5.24,1.77,5.14,5.34,0.41421017,0,0.41421017,NA,1.84,1.7,0.26740673,3.682182,NA,NA
"HABs-CalPoly_2014-07-27T13:50:00Z",1.058387,7.92,3.13,7.62,8.22,0.7111137,0.19989236,0.91100603,0,3.46,2.8,0.67246914,9.135855,NA,NA
"HABs-CalPoly_2014-08-05T20:30:00Z",0.423052,2.45,0.51,2.6,2.3,0.4080692,0,0.4080692,0,0.52,0.5,0.333641,5.978147,NA,NA
"HABs-CalPoly_2014-08-12T00:05:00Z",2.4682672,4.96,1.59,4.82,5.1,1.1821363,0.18578042,1.3679167,0,1.52,1.66,0.43726325,7.816272,NA,NA
"HABs-CalPoly_2014-08-18T15:15:00Z",1.47116,5.13,1.39,5.48,4.78,0.15494666,0.10684607,0.26179272,0,1.52,1.26,0.51139146,2.832605,NA,NA
"HABs-CalPoly_2014-08-27T02:15:00Z",0.9952489,5.72,1.69,4.64,6.8,0.2583286,0.1389397,0.3972683,0,1.38,2,0.65362376,9.152962,NA,NA
"HABs-CalPoly_2014-09-01T15:00:00Z",1.8329576,2.97,1.09,3.02,2.92,0.51293075,0.12785476,0.6407855,0,1.12,1.06,0.43957803,5.624497,NA,NA
"HABs-CalPoly_2014-09-08T23:45:00Z",1.6115241,10.2,2.25,8.9,11.5,0.33844334,0,0.33844334,0,2.1,2.4,0.52154493,13.417842,NA,NA
"HABs-CalPoly_2014-09-15T18:45:00Z",1.3467095,2.36,0.61,2.34,2.38,2.0038977,0,2.0038977,0,0.66,0.56,0.6339437,9.940967,NA,NA
"HABs-CalPoly_2014-09-21T21:40:00Z",0.8534129,6.08,1.45,5.9,6.26,0.449274,0,0.449274,0,1.48,1.42,0.39580223,7.004947,NA,NA
"HABs-CalPoly_2014-09-29T20:20:00Z",0.48683563,1.57,0.4,1.68,1.45,3.6498566,0.286582,3.9364386,0,0.42,0.37,0.6445997,11.228552,NA,NA
"HABs-CalPoly_2014-10-07T01:40:00Z",1.6329868,2.43,0.57,2.42,2.44,1.1923432,0,1.1923432,0,0.56,0.58,0.310392,2.455507,NA,NA
"HABs-CalPoly_2014-10-21T01:45:00Z",1.2037903,5.4,1.78,7.39,3.4,0.40407676,0,0.40407676,0,2.42,1.13,0.24808416,4.662349,NA,NA
"HABs-CalPoly_2014-10-27T00:30:00Z",3.0173335,3.03,1.5,2.89,3.17,2.3651657,0.604354,2.9695196,0,1.44,1.56,0.88526016,13.706128,NA,NA
"HABs-CalPoly_2014-11-04T01:00:00Z",0.84103847,5.99,1.72,5.54,6.44,1.2882051,0.120247,1.4084522,0,1.72,1.72,0.3999024,4.946117,NA,NA
"HABs-CalPoly_2014-11-11T01:20:00Z",1.6496768,6.53,2.34,6.79,6.27,1.7307389,0.101992,1.8327309,0,2.02,2.66,0.6014477,6.022107,NA,NA
"HABs-CalPoly_2014-11-16T19:05:00Z",1.145048,2.53,0.73,2.52,2.54,1.5559803,0.235285,1.7912654,0,0.72,0.74,0.49928737,10.019147,NA,NA
"HABs-CalPoly_2014-11-23T23:20:00Z",2.2970157,2.91,0.44,3.12,2.7,2.2692492,0.189582,2.4588313,0,0.46,0.42,0.5800829,7.908234,NA,NA
"HABs-CalPoly_2014-12-01T00:00:00Z",1.3609296,NA,NA,NA,NA,1.6928886,0.252816,1.9457046,0,NA,NA,0.41906208,9.275003,NA,NA
"HABs-CalPoly_2014-12-07T17:00:00Z",1.5107603,3.04,0.51,3,3.08,0.689876,0.101362,0.791238,0,0.46,0.56,0.3648864,5.21197,NA,NA
"HABs-CalPoly_2014-12-14T18:00:00Z",3.3495862,1.1,0.77,1.08,1.12,2.7430186,0.40334347,3.146362,0,0.77,0.77,0.75609225,8.157003,NA,NA
"HABs-CalPoly_2014-12-22T00:45:00Z",42.960083,0.94,0.72,0.99,0.9,2.9427373,0.23328765,3.176025,0,0.75,0.7,0.62646496,4.3999047,NA,NA
"HABs-CalPoly_2014-12-28T16:30:00Z",10.766917,0.83,0.53,11.4,10.6,10.495093,0.5954707,11.090564,0,0.55,0.52,1.0367961,12.285169,NA,NA
"HABs-CalPoly_2015-01-05T01:00:00Z",5.94642,1.23,0.4,1.2,1.25,4.3853965,0.2982334,4.68363,0,0.4,0.4,0.6394921,7.9718523,NA,NA
"HABs-CalPoly_2015-01-11T17:15:00Z",8.201616,1.29,0.43,1.17,1.42,9.233323,0.11772511,9.351048,0,0.39,0.46,0.8173798,5.0022316,NA,NA
"HABs-CalPoly_2015-01-18T23:00:00Z",24.60697,2.82,0.51,2.68,2.96,7.389177,0.11561531,7.504792,0,0.44,0.58,0.60496646,5.1887155,15,NA
"HABs-CalPoly_2015-01-25T18:30:00Z",2.0051963,1.51,0.5,1.39,1.62,9.665307,0.23337829,9.898685,0,0.5,0.5,1.0477037,9.8895,10.2,NA
"HABs-CalPoly_2015-02-04T01:30:00Z",8.382646,2.8,0.73,2.58,3.02,7.0213943,0.41133052,7.432725,0,0.8,0.66,0.87308174,10.877411,13,NA
"HABs-CalPoly_2015-02-08T18:30:00Z",20.981485,2.78,0.84,2.92,2.64,6.5384135,0.40592152,6.944335,0,0.86,0.82,0.9850898,6.4003906,12.5,NA
"HABs-CalPoly_2015-02-17T01:30:00Z",5.457319,2.04,0.52,2.26,1.82,1.3281881,0.1704039,1.498592,0,0.66,0.38,0.447781,6.2301903,12.5,NA
"HABs-CalPoly_2015-02-22T16:30:00Z",1.6121198,1.53,0.48,1.28,1.78,4.3760085,0.4096984,4.785707,0,0.44,0.52,0.64576054,8.479771,11,NA
"HABs-CalPoly_2015-03-03T01:30:00Z",7.894464,2.2,0.64,2.34,2.06,4.5319204,0.15808542,4.690006,0,0.7,0.58,0.52519757,8.932537,11,NA
"HABs-CalPoly_2015-04-05T19:50:00Z",2.6195462,2.36,0.49,2.32,2.4,14.672639,0.39832434,15.070963,0,0.44,0.54,1.221456,17.783718,11.7,NA
"HABs-CalPoly_2015-04-12T01:00:00Z",0.60662335,23.65,11.35,21.2,26.1,2.936309,0,2.936309,0,10.4,12.3,0.16416967,0,13.2,NA
"HABs-CalPoly_2015-04-19T19:30:00Z",1.4737406,2.55,0.81,2.46,2.64,3.8978045,0.19575751,4.093562,0,0.82,0.8,0.38017115,0,13.5,NA
"HABs-CalPoly_2015-04-28T01:30:00Z",8.535007,5.62,2.3,4.14,7.1,1.7417747,0.12354837,1.865323,0,1.7,2.9,0.3204015,0,14.1,NA
"HABs-CalPoly_2015-05-03T20:00:00Z",2.8682373,2.34,0.76,2.18,2.5,0.509247,0,0.509247,0,0.82,0.7,0.103813425,2.2272222,15.2,NA
"HABs-CalPoly_2015-05-11T00:15:00Z",10.325485,1.16,0.13,1.03,1.3,6.573462,0.32725585,6.900718,0,0.12,0.14,0.78821135,8.836581,15.1,NA
"HABs-CalPoly_2015-05-17T18:00:00Z",3.3841872,11.15,1.9,11.4,10.9,1.5307811,0.10676985,1.637551,0,1.9,1.9,0.36313853,9.015559,13.5,NA
"HABs-CalPoly_2015-05-26T15:10:00Z",18.41576,14.65,3.1,13.9,15.4,5.703624,0.319376,6.023,0,3.3,2.9,1.032,14.378,12.6,NA
"HABs-CalPoly_2015-06-01T21:00:00Z",10.12264,9.1,3.95,9.3,8.9,1.63852,0.16348,1.802,0,5.5,2.4,0.653,5.615,14.1,NA
"HABs-CalPoly_2015-06-08T17:00:00Z",19.77448,9.1,2,9.3,8.9,4.097208,0.333792,4.431,0,2,2,0.755,9.969,15,NA
"HABs-CalPoly_2015-06-15T18:00:00Z",8.80704,5.45,1.43,5.1,5.8,3.332808,0.293192,3.626,0,1.42,1.44,0.452,10.824,15.6,NA
"HABs-CalPoly_2015-06-22T15:45:00Z",21.7254,6.23,2.05,6.26,6.18,4.38216,0.42484,4.807,0.1,2.04,2.06,0.999,24.273,14,NA
"HABs-CalPoly_2015-06-26T21:45:00Z",8.69968,3.92,0.57,3.88,3.96,0.451856,0.200144,0.652,0.5,0.44,0.7,0.245,19.386,14,NA
"HABs-CalPoly_2015-07-13T16:30:00Z",3.45032,6.84,0.54,5.74,0.0745,1.409,0,1.409,1.6,0.5,0.58,0.339,7.348,17.9,NA
"HABs-CalPoly_2015-07-20T16:30:00Z",32.92372,5.28,1.2,5.82,4.74,5.1848373,0.12016282,5.305,0.2,1.18,1.22,0.925,8.777,17.8,NA
"HABs-CalPoly_2015-07-27T16:45:00Z",2.598024,3.37,0.95,3.18,3.56,2.838608,0.175392,3.014,0,0.9,1,0.332,9.693,17.9,NA
"HABs-CalPoly_2015-08-04T17:15:00Z",4.84264,2.99,0.9,3.04,2.94,2.999336,0.214664,3.214,0,0.82,0.98,0.47,12.585,17.8,NA
"HABs-CalPoly_2015-08-11T16:00:00Z",1.889192,3.19,1.04,3.06,3.32,2.547244,0.191756,2.739,0,1.14,0.94,0.408,17.19,18.4,NA
"HABs-CalPoly_2015-08-17T17:15:00Z",6.04648,3.77,1.23,4.22,3.32,2.05618,0.42482,2.481,0,1.2,1.26,0.587,11.095,19.1,NA
"HABs-CalPoly_2015-08-23T17:45:00Z",9.15728,4.75,0.88,4.64,4.86,1.7,0,1.7,0,0.8,0.96,0.47,12.389,18.4,NA
"HABs-CalPoly_2015-08-30T16:20:00Z",3.670459,6.22,2.25,6.38,6.06,3.20948,0.38352,3.593,0,2.36,2.14,0.548,13.904,18.7,NA
"HABs-CalPoly_2015-09-07T17:10:00Z",6.3844,2.22,1.49,2.08,2.36,5.31336,0.56064,5.874,0,1.48,1.5,0.975,22.873,17.6,NA
"HABs-CalPoly_2015-09-13T18:10:00Z",7.3744,7.71,2.3,7.74,7.68,3.584224,0.270776,3.855,0,2.1,2.5,0.693,16.421,20.5,NA
"HABs-CalPoly_2015-09-21T14:30:00Z",5.95144,5.51,1.82,5.44,5.58,0.563,0,0.563,0,1.86,1.78,0.465,8.925,19.2,NA
"HABs-CalPoly_2015-09-28T15:00:00Z",1.92294,4.52,1.5,6.42,2.62,1.492664,0.212336,1.705,0,1.9,1.1,0.577,12.902,20.2,NA
"HABs-CalPoly_2015-10-05T15:10:00Z",1.24983,4.8,1.58,4.54,5.06,3.26243,0.12657,3.389,0,1.7,1.46,0.693,24.753,17.3,NA
"HABs-CalPoly_2015-10-12T15:30:00Z",2.21778,2.46,0.82,2.32,2.6,2.993448,0.216552,3.21,0,0.82,0.82,0.563,17.567,18.8,NA
"HABs-CalPoly_2015-10-19T15:05:00Z",1.87758,5.94,1.84,5.96,5.92,3.688242,0.369758,4.058,0,2.1,1.58,0.635,24.613,18.5,NA
"HABs-CalPoly_2015-10-27T15:50:00Z",5.733,3.78,1.4,3.92,3.64,10.143383,0.456617,10.6,0,1.42,1.38,1.127,18.13,17.8,NA
"HABs-CalPoly_2015-11-03T16:45:00Z",2.241,2.72,1.16,2.62,2.82,6.66275,0.65725,7.32,0,1.14,1.18,0.86436,18.62,16.1,NA
"HABs-CalPoly_2015-11-10T17:00:00Z",1.872,6.96,2.22,7,6.92,3.381238,0.978762,4.36,0,2.32,2.12,0.93688,10.78,15.4,NA
"HABs-CalPoly_2015-11-17T16:45:00Z",2.7,1.19,1.14,1.16,1.22,2.2494564,0.3605435,2.61,0,1.16,1.12,0.54782,10.682,14.5,NA
"HABs-CalPoly_2015-11-23T16:35:00Z",1.332,2.86,0.82,2.84,2.88,2.855266,0.174734,3.03,0,0.84,0.8,0.6468,12.74,14.5,NA
"HABs-CalPoly_2015-11-30T16:30:00Z",0.8874,1.96,0.88,1.94,1.98,3.206989,0.193011,3.4,0,0.84,0.92,0.59486,10.976,14.3,NA
"HABs-CalPoly_2015-12-08T17:45:00Z",1.899,1.58,0.81,1.64,1.52,4.6959496,0.4040505,5.1,0,0.86,0.76,0.74382,13.328,16,NA
"HABs-CalPoly_2015-12-14T18:25:00Z",2.691,1.33,0.97,1.52,1.14,3.2286685,0.3213315,3.55,0,1.1,0.85,0.77714,7.5166,15.1,NA
"HABs-CalPoly_2015-12-22T19:30:00Z",2.925,1.58,0.67,1.54,1.62,13.399566,0.2004345,13.6,0,0.74,0.6,0.441,9.5746,14.7,NA
"HABs-CalPoly_2015-12-28T23:00:00Z",22.054726,1.77,0.69,1.68,1.86,10.720028,0.279972,11,0,0.72,0.66,1.029,9.2414,13.8,NA
"HABs-CalPoly_2016-01-05T17:00:00Z",1.143,4.4,1.82,4.52,4.28,2.9274375,0.1325625,3.06,0,1.76,1.88,0.5733,5.3214,14.8,NA
"HABs-CalPoly_2016-01-12T15:30:00Z",2.844,0.94,1.03,0.93,0.95,6.907914,0.352086,7.26,0,1.06,1.01,0.931,13.916,12,NA
"HABs-CalPoly_2016-01-19T16:10:00Z",2.304,1.43,1.28,1.46,1.4,4.55032,0.16968,4.72,0,1.2,1.36,0.74088,9.0846,13.8,NA
"HABs-CalPoly_2016-01-26T16:30:00Z",2.853,1.33,0.82,1.36,1.26,11.364882,0.335118,11.7,0,0.88,0.76,1.1956,17.346,13.7,NA
"HABs-CalPoly_2016-02-02T16:30:00Z",1.143,0.77,0.9,0.79,0.76,26.264135,0.4358655,26.7,0,0.88,0.92,2.1952,27.832,12.1,NA
"HABs-CalPoly_2016-02-09T16:45:00Z",1.494,2.22,1.2,2.88,2.36,12.200939,0.299061,12.5,0,1.3,1.1,1.1662,14.994,11.8,NA
"HABs-CalPoly_2016-02-17T17:55:00Z",1.206,1.8,0.59,1.88,1.72,8.035018,0.1749825,8.21,0,0.6,0.58,0.77518,16.268,12.7,NA
"HABs-CalPoly_2016-02-23T16:20:00Z",1.872,1.83,0.72,1.88,1.78,8.653053,0.226947,8.88,0,0.76,0.68,0.97314,18.718,12.5,NA
"HABs-CalPoly_2016-03-01T16:10:00Z",1.836,2,1.62,2,2,5.368519,0.341481,5.71,0,1.66,1.58,0.71246,10.584,14.4,NA
"HABs-CalPoly_2016-03-08T16:30:00Z",2.304,1.35,3.1,1.24,1.46,7.1390023,0.6309975,7.77,0,3.04,3.16,1.0094,15.68,NA,NA
"HABs-CalPoly_2016-03-16T16:20:00Z",2.322,1.17,1.18,1.16,1.18,20.094889,0.405111,20.5,0,1.2,1.16,2.0188,27.146,14.1,NA
"HABs-CalPoly_2016-03-22T15:50:00Z",1.755,3.52,2.36,3.44,3.6,16.81323,0.4867695,17.3,0,2.26,2.46,1.3818,20.58,13,NA
"HABs-CalPoly_2016-03-29T17:30:00Z",0.5634,6.35,2.22,6.42,6.28,18.963821,0.3361785,19.3,0,2.64,1.8,1.4112,21.952,10.9,NA
"HABs-CalPoly_2016-04-05T15:45:00Z",8.777485,4.83,2.84,4.9,4.76,6.8314,0.119,6.9504,0,3.1,2.58,0.6184878,10.6,12.9,NA
"HABs-CalPoly_2016-04-12T16:10:00Z",28.5196,2.36,1.05,2.44,2.28,4.1088,0,4.1088,0,1.06,1.04,0.5135151,2.58,13.6,NA
"HABs-CalPoly_2016-04-20T15:00:00Z",11.9474,2.28,1.01,2.48,2.2,18.851,0.349,19.2,0,1.02,1,1.654975,12.2,13.7,NA
"HABs-CalPoly_2016-04-26T15:50:00Z",15.2233,1.91,2.72,1.82,2,22.949,0.379,23.328,0,2.72,2.72,1.938685,14,11.1,NA
"HABs-CalPoly_2016-05-03T16:00:00Z",12.42915,3.86,1.39,3.9,3.82,25.361,0.463,25.824,0.06,1.4,1.38,1.929228,23,11.6,NA
"HABs-CalPoly_2016-05-10T16:50:00Z",9.105075,4.09,1.48,4.06,4.12,2.9574,0.153,3.1104,0.15,1.32,1.64,0.4747414,4.28,14.8,NA
"HABs-CalPoly_2016-05-17T15:45:00Z",16.7649,3.29,1.46,3.32,3.24,7.5532,0.482,8.0352,0.79,1.42,1.5,0.8965236,14.7,13.4,NA
