"id","Akashiwo sanguinea ( cells/L )","Alexandrium ( cells/L )","Dinophysis ( cells/L )","Lingulodinium polyedra ( cells/L )","Pseudo-nitzschia delicatissima ( cells/L )","Pseudo-nitzschia seriata ( cells/L )"
"HABs-CalPoly_2015-03-09T22:30:00Z",0,0,0,0,0,0
"HABs-CalPoly_2015-03-16T01:00:00Z",0,0,0,0,0,1599.2302
"HABs-CalPoly_2015-03-22T18:00:00Z",0,0,0,0,0,0
"HABs-CalPoly_2015-03-29T01:00:00Z",0,0,0,0,0,0
"HABs-CalPoly_2015-04-05T19:50:00Z",0,0,0,0,0,533.0767
"HABs-CalPoly_2015-04-12T01:00:00Z",0,0,0,0,3731.537,14926.148
"HABs-CalPoly_2015-04-19T19:30:00Z",0,0,0,0,16525.379,15459.225
"HABs-CalPoly_2015-04-28T01:30:00Z",0,0,0,0,36249.22,50109.21
"HABs-CalPoly_2015-05-03T20:00:00Z",0,0,0,0,20789.992,0
"HABs-CalPoly_2015-05-11T00:15:00Z",0,0,0,0,1599.2302,0
"HABs-CalPoly_2015-05-17T18:00:00Z",0,0,0,0,11727.6875,1599.2302
"HABs-CalPoly_2015-05-26T15:10:00Z",0,0,0,0,0,6396.921
"HABs-CalPoly_2015-06-01T21:00:00Z",0,2665.3835,0,0,0,0
"HABs-CalPoly_2015-06-08T17:00:00Z",0,3731.537,533.0767,1066.1534,4264.614,0
"HABs-CalPoly_2015-06-15T18:00:00Z",0,7463.074,4797.6904,533.0767,0,9595.381
"HABs-CalPoly_2015-06-22T15:45:00Z",0,9595.381,0,0,0,9595.381
"HABs-CalPoly_2015-06-26T21:45:00Z",0,0,0,0,6396.921,0
"HABs-CalPoly_2015-07-13T16:30:00Z",0,4264.614,0,0,46377.676,0
"HABs-CalPoly_2015-07-20T16:30:00Z",0,11727.6875,5330.767,3731.537,0,0
"HABs-CalPoly_2015-07-27T16:45:00Z",0,533.0767,1066.1534,0,0,0
"HABs-CalPoly_2015-08-04T17:15:00Z",0,1066.1534,1066.1534,533.0767,0,0
"HABs-CalPoly_2015-08-11T16:00:00Z",0,28253.066,2132.307,533.0767,0,0
"HABs-CalPoly_2015-08-17T17:15:00Z",0,5330.767,533.0767,533.0767,0,0
"HABs-CalPoly_2015-08-23T17:45:00Z",0,32517.68,2132.307,0,0,0
"HABs-CalPoly_2015-08-30T16:20:00Z",0,26120.76,3198.4604,0,0,0
"HABs-CalPoly_2015-09-07T17:10:00Z",0,3731.537,533.0767,0,0,0
"HABs-CalPoly_2015-09-13T18:10:00Z",0,28253.066,0,1599.2302,0,0
"HABs-CalPoly_2015-09-21T14:30:00Z",0,3198.4604,1066.1534,533.0767,0,0
"HABs-CalPoly_2015-09-28T15:00:00Z",0,1066.1534,0,0,0,0
"HABs-CalPoly_2015-10-05T15:10:00Z",0,4264.614,0,0,0,0
"HABs-CalPoly_2015-10-12T15:30:00Z",0,3731.537,533.0767,533.0767,0,0
"HABs-CalPoly_2015-10-19T15:05:00Z",0,0,0,2665.3835,0,0
"HABs-CalPoly_2015-10-27T15:50:00Z",0,0,0,0,0,0
"HABs-CalPoly_2015-11-03T16:45:00Z",0,0,0,0,0,0
"HABs-CalPoly_2015-11-10T17:00:00Z",0,0,0,0,8529.228,0
"HABs-CalPoly_2015-11-17T16:45:00Z",0,0,0,0,0,0
"HABs-CalPoly_2015-11-23T16:35:00Z",0,0,0,0,0,0
"HABs-CalPoly_2015-11-30T16:30:00Z",0,0,0,0,0,0
"HABs-CalPoly_2015-12-08T17:45:00Z",0,0,0,0,0,0
"HABs-CalPoly_2015-12-14T18:25:00Z",0,0,0,0,0,0
"HABs-CalPoly_2015-12-22T19:30:00Z",0,0,0,0,1599.2302,0
"HABs-CalPoly_2015-12-28T23:00:00Z",0,0,0,0,0,0
"HABs-CalPoly_2016-01-05T17:00:00Z",0,0,0,0,9062.305,0
"HABs-CalPoly_2016-01-12T15:30:00Z",0,0,0,0,0,0
"HABs-CalPoly_2016-01-19T16:10:00Z",0,0,0,0,0,0
"HABs-CalPoly_2016-01-26T16:30:00Z",0,0,0,0,0,0
"HABs-CalPoly_2016-02-02T16:30:00Z",0,0,0,0,0,0
"HABs-CalPoly_2016-02-09T16:45:00Z",0,0,0,0,0,0
"HABs-CalPoly_2016-02-17T17:55:00Z",0,0,0,0,0,0
"HABs-CalPoly_2016-02-23T16:20:00Z",0,533.0767,0,0,0,0
"HABs-CalPoly_2016-03-01T16:10:00Z",0,0,0,0,0,0
"HABs-CalPoly_2016-03-08T16:30:00Z",0,2132.307,0,0,0,0
"HABs-CalPoly_2016-03-16T16:20:00Z",0,0,0,0,0,533.0767
"HABs-CalPoly_2016-03-22T15:50:00Z",0,1066.1534,0,0,0,0
"HABs-CalPoly_2016-03-29T17:30:00Z",0,0,0,0,28786.143,0
"HABs-CalPoly_2016-04-05T15:45:00Z",0,533.0767,0,0,0,0
"HABs-CalPoly_2016-04-12T16:10:00Z",0,10661.534,1599.2302,0,0,0
"HABs-CalPoly_2016-04-20T15:00:00Z",0,1599.2302,1066.1534,0,0,0
"HABs-CalPoly_2016-04-26T15:50:00Z",0,3731.537,533.0767,0,4797.6904,2665.3835
"HABs-CalPoly_2016-05-03T16:00:00Z",0,0,0,0,0,533.0767
"HABs-CalPoly_2016-05-10T16:50:00Z",0,16525.379,3198.4604,533.0767,0,111946.11
"HABs-CalPoly_2016-05-17T15:45:00Z",0,0,0,0,0,225491.45
"HABs-CalPoly_2016-05-24T16:00:00Z",0,533.0767,0,0,0,420597.53
"HABs-CalPoly_2016-05-31T16:30:00Z",0,0,0,0,7996.151,19190.762
"HABs-CalPoly_2016-06-08T16:00:00Z",0,0,0,0,0,38914.6
"HABs-CalPoly_2016-06-15T16:20:00Z",0,0,533.0767,0,18124.61,164720.7
"HABs-CalPoly_2016-06-21T16:25:00Z",0,0,533.0767,0,7996.151,196172.23
"HABs-CalPoly_2016-06-28T16:25:00Z",0,0,0,0,23988.453,46910.75
"HABs-CalPoly_2016-07-05T17:00:00Z",0,0,0,0,18124.61,0
"HABs-CalPoly_2016-07-12T17:30:00Z",0,5330.767,0,0,0,0
"HABs-CalPoly_2016-07-20T17:40:00Z",0,0,0,0,0,0
"HABs-CalPoly_2016-07-24T18:40:00Z",0,0,0,0,0,0
"HABs-CalPoly_2016-07-31T20:00:00Z",0,0,1599.2302,0,0,0
"HABs-CalPoly_2016-08-07T20:10:00Z",0,0,2132.307,0,0,0
"HABs-CalPoly_2016-08-14T20:30:00Z",0,0,0,0,41579.984,0
"HABs-CalPoly_2016-08-22T17:45:00Z",0,2132.307,5330.767,0,0,0
"HABs-CalPoly_2016-08-28T18:45:00Z",0,533.0767,1599.2302,533.0767,0,0
"HABs-CalPoly_2016-09-05T18:30:00Z",0,0,2132.307,0,0,0
"HABs-CalPoly_2016-09-11T19:00:00Z",0,0,1599.2302,533.0767,0,0
"HABs-CalPoly_2016-09-21T18:20:00Z",0,7463.074,5863.8438,0,0,0
"HABs-CalPoly_2016-09-26T16:45:00Z",0,10661.534,533.0767,0,0,0
"HABs-CalPoly_2016-10-03T17:15:00Z",0,51708.44,6396.921,0,3198.4604,0
"HABs-CalPoly_2016-10-10T17:25:00Z",0,10128.458,1066.1534,0,0,0
"HABs-CalPoly_2016-10-17T17:30:00Z",0,16525.379,4264.614,0,0,0
"HABs-CalPoly_2016-10-25T17:45:00Z",0,20256.916,2665.3835,0,0,0
"HABs-CalPoly_2016-10-31T18:00:00Z",0,0,8530.213,0,0,0
"HABs-CalPoly_2016-11-07T17:45:00Z",0,0,4264.614,0,0,1599.2302
"HABs-CalPoly_2016-11-14T18:10:00Z",0,12795.319,0,0,0,0
"HABs-CalPoly_2016-11-21T18:30:00Z",0,5330.767,0,0,0,14926.148
"HABs-CalPoly_2016-11-29T17:20:00Z",0,3731.537,0,0,0,0
"HABs-CalPoly_2016-12-05T17:10:00Z",0,3198.4604,0,533.0767,0,533.0767
"HABs-CalPoly_2016-12-13T18:20:00Z",1066.1534,183911.47,1599.2302,0,0,0
"HABs-CalPoly_2016-12-18T19:20:00Z",1599.2302,19723.838,0,0,0,22389.223
"HABs-CalPoly_2016-12-26T19:10:00Z",1599.2302,1599.2302,533.0767,0,0,0
"HABs-CalPoly_2017-01-02T17:30:00Z",0,17058.455,0,0,0,0
"HABs-CalPoly_2017-01-17T19:30:00Z",0,0,0,0,0,0
"HABs-CalPoly_2017-01-31T18:10:00Z",0,0,0,0,0,0
"HABs-CalPoly_2017-02-13T18:40:00Z",0,0,0,0,0,0
"HABs-CalPoly_2017-02-27T17:30:00Z",0,0,0,0,0,0
"HABs-CalPoly_2017-03-07T17:30:00Z",0,0,0,0,0,0
"HABs-CalPoly_2017-03-13T17:00:00Z",0,0,0,0,0,0
"HABs-CalPoly_2017-03-21T17:25:00Z",0,1066.1534,0,0,0,0
"HABs-CalPoly_2017-03-27T16:30:00Z",0,0,0,0,533.0767,0
"HABs-CalPoly_2017-04-03T20:00:00Z",0,0,0,0,0,0
"HABs-CalPoly_2017-04-10T20:15:00Z",0,0,0,0,0,15459.225
"HABs-CalPoly_2017-04-17T19:50:00Z",0,4797.6904,0,0,0,2132.307
"HABs-CalPoly_2017-04-24T20:30:00Z",0,0,0,0,6929.9976,0
"HABs-CalPoly_2017-05-01T19:10:00Z",0,0,0,0,0,0
"HABs-CalPoly_2017-05-08T20:00:00Z",0,0,0,0,0,11727.6875
"HABs-CalPoly_2017-05-15T20:30:00Z",0,0,0,0,13859.995,0
"HABs-CalPoly_2017-05-22T21:00:00Z",0,0,0,0,77829.2,8529.228
"HABs-CalPoly_2017-05-29T21:30:00Z",0,8529.228,0,0,0,0
"HABs-CalPoly_2017-06-05T20:00:00Z",0,3198.4604,2132.307,0,0,0
"HABs-CalPoly_2017-06-12T19:00:00Z",0,0,0,0,5330.767,0
"HABs-CalPoly_2017-06-19T18:00:00Z",0,0,0,0,1066.1534,0
"HABs-CalPoly_2017-06-26T21:30:00Z",0,105016.12,1066.1534,0,0,0
"HABs-CalPoly_2017-07-03T17:00:00Z",0,0,6929.9976,0,2665.3835,0
"HABs-CalPoly_2017-07-10T13:30:00Z",0,533.0767,2665.3835,0,0,0
"HABs-CalPoly_2017-07-17T13:30:00Z",0,3198.4604,1066.1534,0,4264.614,0
"HABs-CalPoly_2017-07-24T14:30:00Z",0,3198.4604,1599.2302,0,3198.4604,0
"HABs-CalPoly_2017-07-31T14:30:00Z",0,25587.684,3198.4604,0,0,0
"HABs-CalPoly_2017-08-07T13:30:00Z",0,2132.307,9595.381,0,0,0
"HABs-CalPoly_2017-08-14T13:30:00Z",0,0,1066.1534,0,0,0
"HABs-CalPoly_2017-08-21T13:30:00Z",0,4264.614,105549.195,0,0,0
"HABs-CalPoly_2017-08-28T14:00:00Z",0,4264.614,26653.836,0,0,0
"HABs-CalPoly_2017-09-05T17:30:00Z",2132.307,0,8529.228,75696.9,0,0
"HABs-CalPoly_2017-09-11T17:30:00Z",0,0,0,0,2132.307,0
"HABs-CalPoly_2017-09-18T14:00:00Z",0,0,0,4264.614,0,0
"HABs-CalPoly_2017-09-25T14:20:00Z",1066.1534,12793.842,2132.307,6396.921,0,0
"HABs-CalPoly_2017-10-02T14:00:00Z",0,0,4264.614,20256.916,0,0
"HABs-CalPoly_2017-10-09T15:00:00Z",2132.307,6396.921,2132.307,464842.9,0,0
"HABs-CalPoly_2017-10-16T15:00:00Z",7463.074,0,0,117276.88,0,0
"HABs-CalPoly_2017-10-23T14:00:00Z",0,0,0,5863.8438,0,0
"HABs-CalPoly_2017-10-30T14:00:00Z",37315.37,0,2132.307,140732.25,0,0
"HABs-CalPoly_2017-11-06T15:00:00Z",12793.842,0,4264.614,94887.66,0,0
"HABs-CalPoly_2017-11-13T15:30:00Z",39447.676,0,4264.614,3198.4604,0,0
"HABs-CalPoly_2017-11-20T18:30:00Z",21856.146,0,0,0,7463.074,0
"HABs-CalPoly_2017-11-27T15:30:00Z",61836.9,0,3198.4604,0,0,0
"HABs-CalPoly_2017-12-04T16:30:00Z",3731.537,0,0,0,1599.2302,0
"HABs-CalPoly_2017-12-11T20:30:00Z",5863.8438,0,1066.1534,3198.4604,0,0
"HABs-CalPoly_2017-12-18T19:30:00Z",1599.2302,2132.307,0,533.0767,0,0
"HABs-CalPoly_2017-12-26T20:00:00Z",0,0,0,7463.074,2132.307,0
"HABs-CalPoly_2018-01-02T19:00:00Z",8529.228,0,2132.307,26653.836,21323.068,0
"HABs-CalPoly_2018-01-15T19:00:00Z",2665.3835,0,533.0767,1599.2302,2132.307,0
"HABs-CalPoly_2018-01-23T00:30:00Z",0,0,0,0,0,0
"HABs-CalPoly_2018-01-30T01:00:00Z",0,0,0,0,2665.3835,0
"HABs-CalPoly_2018-02-06T01:00:00Z",5863.8438,31451.527,3731.537,1066.1534,0,0
"HABs-CalPoly_2018-02-13T00:45:00Z",3731.537,0,2665.3835,9595.381,0,0
"HABs-CalPoly_2018-02-20T00:30:00Z",3198.4604,0,0,1599.2302,0,0
"HABs-CalPoly_2018-02-26T08:00:00Z",2132.307,0,0,0,2132.307,0
"HABs-CalPoly_2018-03-06T00:35:00Z",2665.3835,0,1066.1534,5330.767,4264.614,0
"HABs-CalPoly_2018-03-13T00:15:00Z",533.0767,10661.534,4264.614,3731.537,25054.605,2132.307
"HABs-CalPoly_2018-03-19T22:40:00Z",1599.2302,0,533.0767,0,22922.299,0
"HABs-CalPoly_2018-03-26T23:45:00Z",0,0,533.0767,2132.307,0,0
"HABs-CalPoly_2018-04-03T00:00:00Z",0,0,1599.2302,533.0767,5863.8438,1599.2302
"HABs-CalPoly_2018-04-10T00:00:00Z",0,0,0,533.0767,0,0
"HABs-CalPoly_2018-04-17T00:00:00Z",533.0767,0,533.0767,0,0,0
"HABs-CalPoly_2018-04-24T00:00:00Z",0,0,533.0767,0,11194.611,0
"HABs-CalPoly_2018-05-01T00:00:00Z",0,0,533.0767,0,2132.307,0
"HABs-CalPoly_2018-05-08T00:00:00Z",0,0,533.0767,0,0,13859.995
"HABs-CalPoly_2018-05-15T00:00:00Z",0,0,533.0767,533.0767,0,0
"HABs-CalPoly_2018-05-22T00:00:00Z",0,0,0,0,0,3731.537
"HABs-CalPoly_2018-05-29T00:00:00Z",0,0,2132.307,0,533.0767,2132.307
"HABs-CalPoly_2018-06-05T00:00:00Z",0,0,0,0,0,0
"HABs-CalPoly_2018-06-11T23:45:00Z",0,0,1599.2302,0,0,10661.534
"HABs-CalPoly_2018-06-18T22:50:00Z",0,0,2211.9365,0,4976.8574,0
"HABs-CalPoly_2018-06-25T22:00:00Z",0,0,11194.611,0,1066.1534,0
"HABs-CalPoly_2018-07-02T22:00:00Z",0,0,10661.534,533.0767,0,0
"HABs-CalPoly_2018-07-09T22:00:00Z",0,0,3731.537,0,0,0
"HABs-CalPoly_2018-07-16T22:30:00Z",0,0,0,0,2132.307,0
"HABs-CalPoly_2018-07-23T22:00:00Z",4797.6904,1066.1534,14926.148,1066.1534,0,0
"HABs-CalPoly_2018-07-30T22:15:00Z",0,1066.1534,4264.614,0,0,0
"HABs-CalPoly_2018-08-06T21:00:00Z",0,0,533.0767,0,0,0
"HABs-CalPoly_2018-08-14T00:45:00Z",1599.2302,0,6396.921,533.0767,0,0
"HABs-CalPoly_2018-08-21T00:15:00Z",0,0,1066.1534,0,0,0
"HABs-CalPoly_2018-08-27T21:45:00Z",1066.1534,0,2665.3835,0,0,0
"HABs-CalPoly_2018-09-03T21:50:00Z",1599.2302,1066.1534,0,0,11194.611,3198.4604
"HABs-CalPoly_2018-09-11T19:15:00Z",0,0,533.0767,0,0,2132.307
"HABs-CalPoly_2018-09-18T19:00:00Z",0,0,4797.6904,0,0,2132.307
"HABs-CalPoly_2018-09-24T21:30:00Z",0,0,6929.9976,0,0,0
"HABs-CalPoly_2018-10-01T22:30:00Z",0,0,5330.767,1066.1534,0,0
"HABs-CalPoly_2018-10-08T22:00:00Z",0,0,1599.2302,533.0767,0,0
"HABs-CalPoly_2018-10-15T22:00:00Z",533.0767,0,4797.6904,1066.1534,0,0
"HABs-CalPoly_2018-10-22T22:00:00Z",0,0,533.0767,533.0767,7996.151,0
"HABs-CalPoly_2018-10-29T22:00:00Z",0,0,1066.1534,0,1066.1534,4797.6904
"HABs-CalPoly_2018-11-05T22:50:00Z",3731.537,0,2665.3835,3731.537,0,0
"HABs-CalPoly_2018-11-12T19:45:00Z",2132.307,0,0,0,0,0
"HABs-CalPoly_2018-11-19T20:00:00Z",28786.143,0,0,4797.6904,0,0
"HABs-CalPoly_2018-11-26T23:00:00Z",24521.53,1066.1534,533.0767,2132.307,0,0
"HABs-CalPoly_2018-12-03T20:00:00Z",2132.307,0,1066.1534,1066.1534,0,0
"HABs-CalPoly_2018-12-09T20:00:00Z",8529.228,0,533.0767,3198.4604,0,1066.1534
"HABs-CalPoly_2018-12-16T20:00:00Z",2132.307,2132.307,0,0,0,0
"HABs-CalPoly_2018-12-31T20:00:00Z",0,0,0,0,0,0
"HABs-CalPoly_2019-01-09T00:45:00Z",0,2132.307,0,0,0,0
"HABs-CalPoly_2019-01-14T00:45:00Z",0,0,0,0,0,0
"HABs-CalPoly_2019-01-20T22:45:00Z",0,0,0,0,0,0
"HABs-CalPoly_2019-01-27T21:30:00Z",0,0,0,0,0,0
"HABs-CalPoly_2019-02-03T22:00:00Z",1066.1534,0,533.0767,0,0,2132.307
"HABs-CalPoly_2019-02-10T21:50:00Z",0,0,0,0,0,0
"HABs-CalPoly_2019-02-17T20:35:00Z",0,0,0,0,0,0
"HABs-CalPoly_2019-02-24T21:50:00Z",0,0,0,0,0,0
"HABs-CalPoly_2019-03-03T22:10:00Z",0,0,0,0,0,0
"HABs-CalPoly_2019-03-10T22:00:00Z",0,0,0,0,0,0
"HABs-CalPoly_2019-03-17T22:30:00Z",0,0,0,0,0,7463.074
"HABs-CalPoly_2019-03-24T22:00:00Z",0,0,0,0,3731.537,2132.307
"HABs-CalPoly_2019-03-31T23:50:00Z",0,0,533.0767,0,0,7463.074
"HABs-CalPoly_2019-04-07T20:50:00Z",0,0,0,0,0,2132.307
"HABs-CalPoly_2019-04-14T20:45:00Z",0,0,0,0,5330.767,0
"HABs-CalPoly_2019-04-21T21:40:00Z",0,0,0,0,0,0
"HABs-CalPoly_2019-04-28T15:17:00Z",0,0,533.0767,0,0,0
"HABs-CalPoly_2019-05-05T15:30:00Z",0,0,0,0,0,0
"HABs-CalPoly_2019-05-12T16:30:00Z",0,7996.151,2665.3835,0,0,0
"HABs-CalPoly_2019-05-20T14:30:00Z",0,3198.4604,533.0767,0,2665.3835,6396.921
"HABs-CalPoly_2019-05-26T18:00:00Z",0,3731.537,0,0,16525.379,9062.305
"HABs-CalPoly_2019-06-02T19:50:00Z",0,0,533.0767,0,61303.824,44778.445
"HABs-CalPoly_2019-06-09T18:35:00Z",0,20789.992,0,0,4264.614,0
"HABs-CalPoly_2019-06-16T17:15:00Z",10661.535,24521.53,2132.307,0,0,1599.2302
"HABs-CalPoly_2019-06-23T21:55:00Z",3731.537,0,4797.6904,0,0,0
"HABs-CalPoly_2019-06-30T18:20:00Z",6929.9976,2132.307,2665.3835,0,0,0
"HABs-CalPoly_2019-07-07T20:40:00Z",6929.9976,0,4797.6904,0,0,0
"HABs-CalPoly_2019-07-14T21:00:00Z",3198.4604,0,266.53836,0,14926.148,0
"HABs-CalPoly_2019-07-21T18:30:00Z",29319.22,0,1066.1534,0,10128.458,0
"HABs-CalPoly_2019-07-28T19:30:00Z",6396.921,0,533.0767,0,0,0
"HABs-CalPoly_2019-08-04T15:30:00Z",11727.688,0,1599.2302,0,6396.921,0
"HABs-CalPoly_2019-08-11T23:25:00Z",20789.992,0,533.0767,0,30385.373,0
"HABs-CalPoly_2019-08-17T20:50:00Z",74630.74,2132.307,1599.2302,0,51708.44,0
"HABs-CalPoly_2019-08-25T21:50:00Z",62369.977,1066.1534,11194.611,0,0,0
"HABs-CalPoly_2019-09-01T21:55:00Z",9062.305,2132.307,8529.228,1066.1534,0,0
"HABs-CalPoly_2019-09-08T21:35:00Z",22389.22,0,2132.307,0,0,0
"HABs-CalPoly_2019-09-15T21:40:00Z",763365.9,0,11727.688,0,5330.767,0
"HABs-CalPoly_2019-09-22T19:28:00Z",12260.765,0,0,0,7996.151,0
"HABs-CalPoly_2019-09-29T19:52:00Z",6929.9976,0,6929.9976,0,4797.6904,0
"HABs-CalPoly_2019-10-06T22:14:00Z",1599.2302,0,2665.3835,0,5330.767,0
"HABs-CalPoly_2019-10-13T15:56:00Z",11194.611,2132.307,3198.4604,0,1599.2302,0
"HABs-CalPoly_2019-10-20T21:10:00Z",0,0,0,0,0,0
"HABs-CalPoly_2019-10-27T20:46:00Z",19190.762,533.0767,0,0,0,0
"HABs-CalPoly_2019-11-03T22:04:00Z",5330.767,0,533.0767,0,1066.1534,0
"HABs-CalPoly_2019-11-10T22:14:00Z",6396.921,0,0,0,3198.4604,0
"HABs-CalPoly_2019-11-17T21:52:00Z",6929.9976,0,0,0,3198.4604,4264.614
"HABs-CalPoly_2019-11-24T16:56:00Z",20256.916,4264.614,2665.3835,0,0,3198.4604
"HABs-CalPoly_2019-12-01T19:06:00Z",1599.2302,0,0,0,1066.1534,2132.307
"HABs-CalPoly_2019-12-08T21:50:00Z",1599.2302,0,533.0767,6929.9976,0,0
"HABs-CalPoly_2019-12-15T22:04:00Z",0,0,0,533.0767,1066.1534,0
"HABs-CalPoly_2019-12-22T15:12:00Z",1066.1534,0,0,533.0767,5863.844,0
"HABs-CalPoly_2019-12-29T22:04:00Z",2665.3835,0,0,4264.614,2132.307,0
"HABs-CalPoly_2020-01-05T21:58:00Z",1599.2302,0,533.0767,0,0,0
"HABs-CalPoly_2020-01-12T21:46:00Z",0,0,0,0,0,4264.614
"HABs-CalPoly_2020-01-19T22:11:00Z",0,0,0,0,0,0
"HABs-CalPoly_2020-01-25T20:00:00Z",0,0,533.0767,4797.6904,0,0
"HABs-CalPoly_2020-02-02T16:36:00Z",0,0,0,0,2132.307,0
"HABs-CalPoly_2020-02-09T21:58:00Z",0,0,0,0,10128.458,34116.91
"HABs-CalPoly_2020-02-16T17:36:00Z",0,0,533.0767,533.0767,0,1599.2302
"HABs-CalPoly_2020-02-23T22:24:00Z",0,0,0,1599.2302,0,533.0767
"HABs-CalPoly_2020-03-01T19:36:00Z",0,0,2665.3835,3198.4604,0,0
"HABs-CalPoly_2020-03-08T19:10:00Z",0,0,0,533.0767,0,0
"HABs-CalPoly_2020-03-15T20:22:00Z",0,0,2132.307,5863.844,2665.3835,0
"HABs-CalPoly_2020-03-22T20:18:00Z",0,0,533.0767,2132.307,0,1599.2302
"HABs-CalPoly_2020-03-30T18:08:00Z",0,0,533.0767,0,0,5330.767
"HABs-CalPoly_2020-04-06T16:26:00Z",0,0,0,0,27186.912,22389.223
"HABs-CalPoly_2020-04-13T16:34:00Z",0,0,2665.3835,6396.921,0,0
"HABs-CalPoly_2020-04-21T18:24:00Z",0,0,533.0767,1599.2302,0,0
"HABs-CalPoly_2020-04-27T16:40:00Z",0,0,0,0,2132.307,2132.307
"HABs-CalPoly_2020-05-04T16:22:00Z",0,0,0,0,13326.918,10661.535
"HABs-CalPoly_2020-05-11T16:28:00Z",0,533.0767,0,0,10661.535,15459.225
"HABs-CalPoly_2020-05-18T16:38:00Z",0,0,1066.1534,533.0767,0,0
"HABs-CalPoly_2020-05-25T17:54:00Z",0,3198.4604,1066.1534,533.0767,21856.146,2132.307
"HABs-CalPoly_2020-06-01T16:38:00Z",2132.307,5330.767,19723.84,7463.074,0,6929.9976
"HABs-CalPoly_2020-06-08T16:32:00Z",0,0,533.0767,0,1599.2302,0
"HABs-CalPoly_2020-06-15T16:20:00Z",0,1066.1534,0,0,79428.43,6929.9976
"HABs-CalPoly_2020-06-22T16:22:00Z",533.0767,8529.228,23455.375,1066.1534,1599.2302,0
"HABs-CalPoly_2020-06-29T17:26:00Z",533.0767,4797.6904,1599.2302,0,0,0
"HABs-CalPoly_2020-07-06T17:38:00Z",0,1066.1534,1066.1534,0,0,0
"HABs-CalPoly_2020-07-13T17:16:00Z",0,2132.307,0,0,3731.537,0
"HABs-CalPoly_2020-07-20T16:24:00Z",533.0767,2665.3835,5330.767,533.0767,0,0
"HABs-CalPoly_2020-07-27T17:14:00Z",0,0,0,0,54906.902,7463.074
"HABs-CalPoly_2020-08-03T16:54:00Z",533.0767,0,0,0,127405.336,0
"HABs-CalPoly_2020-08-10T16:24:00Z",533.0767,2132.307,533.0767,0,67167.664,0
"HABs-CalPoly_2020-08-17T18:04:00Z",1066.1534,3198.4604,1599.2302,533.0767,0,0
"HABs-CalPoly_2020-08-24T18:30:00Z",4264.614,1599.2302,533.0767,533.0767,0,0
"HABs-CalPoly_2020-08-31T17:30:00Z",0,1599.2302,0,0,0,0
"HABs-CalPoly_2020-09-07T17:22:00Z",533.0767,0,533.0767,0,0,0
"HABs-CalPoly_2020-09-14T21:38:00Z",34116.91,533.0767,1599.2302,0,0,0
"HABs-CalPoly_2020-09-21T21:44:00Z",2132.307,0,533.0767,0,0,0
"HABs-CalPoly_2020-09-28T21:40:00Z",3198.4604,0,10128.458,0,3731.537,6396.921
"HABs-CalPoly_2020-10-05T21:34:00Z",2132.307,0,1066.1534,0,0,2132.307
"HABs-CalPoly_2020-10-12T21:45:00Z",4797.6904,533.0767,2132.307,0,0,6929.9976
"HABs-CalPoly_2020-10-19T21:36:00Z",6929.9976,0,1066.1534,0,0,0
"HABs-CalPoly_2020-10-26T21:30:00Z",2132.307,533.0767,2665.3835,0,0,0
"HABs-CalPoly_2020-11-02T22:28:00Z",11727.6875,0,1599.2302,0,4264.614,1066.1534
"HABs-CalPoly_2020-11-09T21:36:00Z",0,0,533.0767,0,5330.767,0
"HABs-CalPoly_2020-11-16T22:38:00Z",533.0767,0,0,0,41046.906,3198.4604
"HABs-CalPoly_2020-11-23T21:22:00Z",2665.3835,0,533.0767,0,22922.299,65568.44
"HABs-CalPoly_2020-11-30T18:52:00Z",0,0,0,0,26120.76,60237.67
"HABs-CalPoly_2020-12-07T18:26:00Z",533.0767,0,0,0,2665.3835,2132.307
"HABs-CalPoly_2020-12-14T18:24:00Z",0,0,533.0767,0,2132.307,0
"HABs-CalPoly_2020-12-21T18:30:00Z",0,0,0,0,7463.074,0
"HABs-CalPoly_2020-12-28T19:12:00Z",0,0,0,0,0,0
"HABs-CalPoly_2021-01-05T16:30:00Z",0,0,533.0767,0,0,0
"HABs-CalPoly_2021-01-11T18:30:00Z",0,0,0,0,2665.3835,0
"HABs-CalPoly_2021-01-18T17:50:00Z",0,0,0,0,6929.9976,0
"HABs-CalPoly_2021-01-25T17:36:00Z",0,0,0,0,4264.614,533.0767
"HABs-CalPoly_2021-02-01T16:20:00Z",0,0,1066.1534,0,1599.2302,0
"HABs-CalPoly_2021-02-08T16:15:00Z",0,0,1066.1534,0,5863.8438,0
"HABs-CalPoly_2021-02-15T16:20:00Z",0,0,0,0,2665.3835,0
"HABs-CalPoly_2021-02-22T16:08:00Z",0,0,0,0,9595.381,2132.307
"HABs-CalPoly_2021-03-01T16:00:00Z",0,0,0,0,7996.151,29319.22
"HABs-CalPoly_2021-03-08T16:00:00Z",0,0,1066.1534,0,0,5330.767
"HABs-CalPoly_2021-03-15T14:56:00Z",0,0,1066.1534,0,0,0
"HABs-CalPoly_2021-03-22T15:02:00Z",0,1599.2302,0,0,9595.381,0
"HABs-CalPoly_2021-03-29T15:48:00Z",0,0,0,0,2132.307,4797.6904
"HABs-CalPoly_2021-04-05T16:32:00Z",0,0,0,0,0,3731.537
"HABs-CalPoly_2021-04-12T15:50:00Z",0,0,0,0,10128.458,12793.842
