"NAME","Latitude","Longitude","Poverty","Labor Force","Housing Characteristics","Population Composition","Personal Disruption","Housing Disruption","Retiree Migration","Urban Sprawl","Commercial Engagement","Commercial Reliance","Recreational Engagement","Recreational Reliance","Sea Level Rise Risk","Storm Surge Risk","Poverty Categorical Ranking","Labor Force Categorical Ranking","Housing Characteristics Categorical Ranking","Population Composition Categorical Ranking","Personal Disruption Categorical Ranking","Housing Disruption Categorical Ranking","Retiree Migration Categorical Ranking","Urban Sprawl Categorical Ranking","Commercial Engagement Categorical Ranking","Commercial Reliance Categorical Ranking","Recreational Engagement Categorical Ranking","Recreational Reliance Categorical Ranking","Sea Level Rise Risk Categorical Ranking","Storm Surge Risk Categorical Ranking"
"Larkfield-Wikiup",38.5129719,-122.7536006,"-0.473","-0.123","-0.582","0.021","-0.284","-0.101","-0.152","0.653","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,2,1,1,1,3,1,1,0,0,1,0
"La Selva Beach",36.9273747,-121.8444038,"-0.619","0.127","-1.12","-0.161","-0.415","N/A","0.356","N/A","-0.157","-0.088","N/A","N/A","-0.308","N/A",1,2,1,1,1,0,2,0,1,1,0,0,1,0
"Las Flores",33.5838573,-117.6235705,"-0.848","-1.21","-1.592","0.247","-0.94","0.327","-1.806","0.889","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,2,1,2,1,3,1,1,0,0,1,0
"Las Lomas",36.8688131,-121.7316111,"0.806","-0.952","-0.17","3.001","1.219","0.249","-1.444","0.147","-0.157","-0.088","N/A","N/A","0.222","N/A",3,1,1,4,4,2,1,2,1,1,0,0,2,0
"Laytonville",39.662256,-123.4950147,"1.678","0.346","1.178","-0.475","2.184","1.84","-0.234","-1.333","-0.157","-0.088","N/A","N/A","-0.309","N/A",4,2,4,1,4,4,1,1,1,1,0,0,1,0
"Leggett",39.8635391,-123.7251757,"2.199","0.912","1.804","3.018","1.413","N/A","-0.941","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",4,3,4,4,4,0,1,0,1,1,0,0,1,0
"Lennox",33.9380636,-118.3585422,"1.256","-0.799","0.286","2.658","1.604","0.805","-1.317","1.962","-0.157","-0.088","N/A","N/A","-0.309","N/A",4,1,2,4,4,3,1,4,1,1,0,0,1,0
"Leona Valley",34.608144,-118.3013217,"-0.156","0.3","-0.513","-0.925","-0.265","N/A","0.461","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,1,1,1,0,2,0,1,1,0,0,1,0
"Lexington Hills",37.1590159,-121.9887929,"-0.962","-1.312","-1.216","-0.713","-0.827","-0.063","-1.042","1.016","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,1,1,4,1,1,0,0,1,0
"Little River",39.2702854,-123.7817494,"6.764","2.614","1.791","0.135","2.264","N/A","0.194","N/A","-0.13","0.034","N/A","N/A","-0.304","N/A",4,4,4,2,4,0,2,0,1,2,0,0,1,0
"Littlerock",34.525126,-117.9816314,"0.957","1.172","-0.005","2.91","1.236","2.492","-0.105","0.109","-0.157","-0.088","N/A","N/A","-0.309","N/A",3,4,1,4,4,4,1,2,1,1,0,0,1,0
"Live Oak",36.9860244,-121.9804135,"-0.217","-0.314","-0.399","0.056","-0.256","-0.243","-0.319","1.404","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,2,1,1,1,4,1,1,0,0,1,0
"Lockwood",35.9404553,-121.0790725,"1.727","-0.781","1.66","1.643","0.926","N/A","-0.841","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",4,1,4,4,3,0,1,0,1,1,0,0,1,0
"Loleta",40.6408852,-124.2225561,"0.701","-0.856","1.002","0.984","0.853","N/A","-1.453","N/A","-0.13","-0.054","N/A","N/A","-0.266","N/A",3,1,4,3,3,0,1,0,1,1,0,0,1,0
"Loma Mar",37.2657842,-122.3006925,"5.027","0.721","1.791","0.942","6.152","N/A","-0.908","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",4,3,4,3,4,0,1,0,1,1,0,0,1,0
"Lompico",37.1146189,-122.0527676,"-0.962","-0.404","0.645","-0.43","-0.612","N/A","-0.621","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,3,1,1,0,1,0,1,1,0,0,1,0
"Los Alamos",34.7299252,-120.269909,"-0.025","-0.825","0.074","0.211","1.331","-1.273","-0.768","-0.28","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,2,2,4,1,1,1,1,1,0,0,1,0
"Los Berros",35.0809068,-120.5450358,"-1.074","1.634","0.907","0.338","0.068","N/A","1.255","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,4,3,2,2,0,4,0,1,1,0,0,1,0
"Los Olivos",34.6622173,-120.1173869,"-0.684","-0.111","-1.101","-0.862","-0.764","N/A","0.41","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,0,2,0,1,1,0,0,1,0
"Los Osos",35.3070923,-120.8231617,"-0.048","0.329","-0.168","-0.445","-0.455","N/A","0.468","N/A","-0.141","-0.088","N/A","N/A","-0.278","N/A",1,2,1,1,1,0,2,0,1,1,0,0,1,0
"Los Ranchos",35.2126991,-120.6280302,"-1.074","0.839","-0.395","-1.045","-0.994","N/A","1.053","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,3,1,1,1,0,4,0,1,1,0,0,1,0
"Loyola",37.3501831,-122.0981158,"-0.881","0.406","-3.054","-0.476","-1.085","-0.848","0.083","2.691","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,1,1,1,1,2,4,1,1,0,0,1,0
"Lucas Valley-Marinwood",38.0405084,-122.5764818,"-0.576","0.065","-1.499","-0.333","-0.894","-0.456","0.477","1.315","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,1,1,1,1,2,4,1,1,0,0,1,0
"McKinleyville",40.9515707,-124.077357,"0.092","-0.187","0.3","-0.27","0.283","1.521","-0.17","-1.475","-0.138","-0.088","N/A","N/A","-0.285","N/A",2,1,2,1,2,4,1,1,1,1,0,0,1,0
"Manchester",38.9743844,-123.6909611,"-0.462","-0.984","1.187","-0.154","-0.492","N/A","-0.987","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,4,1,1,0,1,0,1,1,0,0,1,0
"Manila",40.8508972,-124.1631934,"0.196","-0.747","0.418","-0.318","0.616","N/A","-0.605","N/A","-0.157","-0.088","N/A","N/A","-0.109","N/A",2,1,2,1,3,0,1,0,1,1,0,0,1,0
"Marina del Rey",33.9764635,-118.4552672,"0.171","-1.332","-1.427","-0.39","-0.461","4.009","-1.662","1.555","0.211","-0.056","N/A","N/A","-0.153","N/A",2,1,1,1,1,4,1,4,2,1,0,0,1,0
"Marin City",37.8711561,-122.5137358,"0.798","-0.431","-0.239","1.279","0.474","N/A","-0.906","N/A","-0.157","-0.088","N/A","N/A","-0.211","N/A",3,1,1,4,2,0,1,0,1,1,0,0,1,0
"Mayflower Village",34.1159096,-118.0095863,"-0.081","-0.333","-0.471","1.285","-0.494","1.775","-0.28","1.263","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,4,1,4,1,4,1,1,0,0,1,0
"Meiners Oaks",34.4504852,-119.2731333,"0.124","-0.661","-0.319","0.153","0.134","1.592","-0.012","0.691","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,1,2,2,4,1,3,1,1,0,0,1,0
"Mendocino",39.3114038,-123.8125523,"-1.074","-0.19","-0.089","-1.153","-1.448","2.473","0.387","-0.747","-0.157","-0.088","N/A","N/A","-0.294","N/A",1,1,1,1,1,4,2,1,1,1,0,0,1,0
"Midway City",33.7451442,-117.9848055,"1.725","0.296","0.045","2.313","1.104","N/A","-0.358","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",4,2,2,4,4,0,1,0,1,1,0,0,1,0
"Mira Monte",34.4288996,-119.2833997,"-0.203","0.215","0.037","-0.358","-0.207","0.027","0.656","0.549","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,2,1,1,2,3,3,1,1,0,0,1,0
"Miranda",40.2286868,-123.8175844,"1.078","-0.735","0.691","-0.208","0.57","N/A","-1.202","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",4,1,3,1,3,0,1,0,1,1,0,0,1,0
"Mission Canyon",34.4527127,-119.7137501,"-0.522","-0.262","-1.454","-1.021","-0.928","0.501","0.168","1.127","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,3,2,4,1,1,0,0,1,0
"Mission Hills",34.6887795,-120.4397498,"-0.468","-0.091","-0.636","-0.269","0.258","1.638","0.104","-0.008","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,2,4,2,1,1,1,0,0,1,0
"Montalvin Manor",37.9975826,-122.3300925,"0.115","0.466","-0.01","1.803","0.515","N/A","0.615","N/A","-0.157","-0.088","N/A","N/A","-0.269","N/A",2,2,1,4,3,0,3,0,1,1,0,0,1,0
"Montara",37.5482577,-122.4923687,"-0.61","0.255","-1.232","-0.434","-1.108","0.782","0.475","1.266","-0.157","-0.088","N/A","N/A","-0.307","N/A",1,2,1,1,1,3,2,4,1,1,0,0,1,0
"Montecito",34.4382292,-119.6284211,"-0.554","1.343","-1.911","-0.85","-0.588","-0.568","1.128","1.977","-0.157","-0.088","N/A","N/A","-0.308","N/A",1,4,1,1,1,1,4,4,1,1,0,0,1,0
"Monte Rio",38.4736108,-123.0261783,"0.395","0.115","0.374","-1.017","1.844","0.897","0.092","0.321","-0.157","-0.088","N/A","N/A","-0.293","N/A",2,2,2,1,4,3,2,2,1,1,0,0,1,0
"Moskowite Corner",38.4438743,-122.1919904,"-1.074","2.274","2.389","-1.531","0.97","N/A","1.445","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,4,4,1,3,0,4,0,1,1,0,0,1,0
"Moss Beach",37.5183739,-122.5034816,"-0.624","-0.24","-0.597","0.14","-0.777","-0.792","-0.146","1.422","-0.153","-0.088","N/A","N/A","-0.268","N/A",1,1,1,2,1,1,1,4,1,1,0,0,1,0
"Moss Landing",36.8053889,-121.786577,"-1.074","-1.422","1.167","-1.055","-0.979","N/A","-1.301","-0.772","2.306","41.261","N/A","N/A","0.62","N/A",1,1,4,1,1,0,1,1,4,4,0,0,3,0
"Mountain House",37.774017,-121.5452634,"-0.49","-0.76","-1.879","0.765","-0.733","N/A","-1.409","N/A","-0.157","-0.088","N/A","N/A","N/A","N/A",1,1,1,3,1,0,1,0,1,1,0,0,0,0
"Mountain View CDP",38.0092052,-122.1168495,"-1.074","-1.835","-0.249","0.236","-0.002","0.502","-1.942","1.231","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,2,1,3,1,4,1,1,0,0,1,0
"Mount Hermon",37.0510339,-122.0533473,"0.127","-1.623","0.571","0.526","0.07","N/A","-1.497","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,3,3,2,0,1,0,1,1,0,0,1,0
"Mount Laguna",32.8711048,-116.424687,"-1.074","2.629","2.301","-0.222","-1.448","N/A","-0.795","N/A","-0.157","N/A","N/A","N/A","-0.309","N/A",1,4,4,1,1,0,1,0,1,0,0,0,1,0
"Muir Beach",37.8615645,-122.5803215,"-1.074","-0.265","-0.949","-1.362","-1.015","-1.79","-0.426","1.778","-0.157","-0.088","N/A","N/A","-0.253","N/A",1,1,1,1,1,1,1,4,1,1,0,0,1,0
"Myers Flat",40.2654783,-123.875548,"-1.074","2.629","4.247","-0.222","-1.448","N/A","-0.795","N/A","-0.157","N/A","N/A","N/A","-0.309","N/A",1,4,4,1,1,0,1,0,1,0,0,0,1,0
"Myrtletown",40.7887307,-124.1306576,"-0.375","-0.12","-0.034","-0.274","0.555","0.764","0.345","-1.32","-0.157","-0.088","N/A","N/A","0.046","N/A",1,1,1,1,3,3,2,1,1,1,0,0,2,0
"New Cuyama",34.9421482,-119.6807618,"-0.288","1.038","0.407","0.696","0.702","N/A","-0.329","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,4,2,3,3,0,1,0,1,1,0,0,1,0
"Nicasio",38.0606215,-122.7008217,"-0.306","-1.925","-0.491","0.168","-1.024","N/A","-1.187","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,2,1,0,1,0,1,1,0,0,1,0
"Nipomo",35.0306599,-120.4977565,"-0.153","0.007","-0.232","0.265","-0.004","0.963","0.057","0.051","-0.126","-0.087","N/A","N/A","-0.309","N/A",1,2,1,2,1,3,2,2,1,1,0,0,1,0
"Norris Canyon",37.7460418,-121.9887827,"-1.074","-0.869","-1.454","0.549","-0.881","N/A","-1.326","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,3,1,0,1,0,1,1,0,0,1,0
"North El Monte",34.1029467,-118.0238383,"0.515","0.064","-0.748","0.935","-0.212","2.655","-0.304","1.393","-0.157","-0.088","N/A","N/A","-0.309","N/A",3,2,1,3,1,4,1,4,1,1,0,0,1,0
"North Fair Oaks",37.4753718,-122.2034692,"0.503","-0.938","-0.537","2.037","0.305","0.468","-1.159","2.229","-0.157","-0.088","N/A","N/A","-0.304","N/A",3,1,1,4,2,2,1,4,1,1,0,0,1,0
"North Gate",37.9061529,-121.9981843,"-0.199","0.214","-0.756","-0.357","0.229","N/A","-0.672","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,1,1,2,0,1,0,1,1,0,0,1,0
"North Richmond",37.9652707,-122.3706676,"1.608","-0.937","-0.187","2.722","0.814","N/A","-1.205","N/A","-0.157","-0.088","N/A","N/A","-0.116","N/A",4,1,1,4,3,0,1,0,1,1,0,0,1,0
"North Tustin",33.7644205,-117.7944833,"-0.8","0.101","-1.724","-0.413","-0.869","N/A","0.32","0.913","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,1,1,1,0,2,3,1,1,0,0,1,0
"Oak Park",34.184973,-118.7669284,"-0.661","-0.63","-1.4","-0.31","-0.703","0.533","-0.704","0.943","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,3,1,3,1,1,0,0,1,0
"Oak Shores",35.7607589,-120.9828249,"-0.884","1.389","0.53","-1.096","-0.833","N/A","2.493","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,4,3,1,1,0,4,0,1,1,0,0,1,0
"Oak View",34.3989709,-119.29757,"-0.772","-0.288","-0.475","0.074","-0.088","0.662","-0.18","0.566","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,2,1,3,1,3,1,1,0,0,1,0
"Oakville",38.4383727,-122.4067728,"-1.074","-0.944","1.375","1.331","1.896","N/A","-2.52","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,4,4,4,0,1,0,1,1,0,0,1,0
"Occidental",38.4003784,-122.9349498,"0.726","0.665","-0.477","-1.396","-0.826","-0.586","1.538","0.498","-0.157","-0.088","N/A","N/A","-0.309","N/A",3,3,1,1,1,1,4,2,1,1,0,0,1,0
"Oceano",35.1016077,-120.608217,"0.423","0.119","0.504","0.696","0.518","-0.122","-0.063","0.076","-0.157","-0.088","N/A","N/A","-0.308","N/A",2,2,3,3,3,1,1,2,1,1,0,0,1,0
"Orcutt",34.8672682,-120.4235593,"-0.417","-0.205","-0.486","-0.098","-0.369","0.33","0.047","0.141","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,2,2,2,1,1,0,0,1,0
"Orick",41.2902156,-124.0703021,"1.465","0.634","1.129","-0.237","0.887","N/A","0.315","N/A","-0.073","0.16","N/A","N/A","-0.258","N/A",4,3,4,1,3,0,2,0,1,2,0,0,1,0
"Pacheco",37.9878378,-122.0699036,"-0.327","-0.658","0.574","0.434","0.203","-1.762","-0.599","0.45","-0.157","-0.088","N/A","N/A","-0.275","N/A",1,1,3,2,2,1,1,2,1,1,0,0,1,0
"Pajaro",36.9016509,-121.7417042,"0.051","-0.442","0.913","2.8","1.654","N/A","-1.53","-0.354","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,3,4,4,0,1,1,1,1,0,0,1,0
"Pajaro Dunes",36.8682378,-121.805696,"-1.074","1.492","0.357","-1.472","-1.224","N/A","2.258","N/A","-0.157","-0.088","N/A","N/A","0.75","N/A",1,4,2,1,1,0,4,0,1,1,0,0,3,0
"Pala",33.3616553,-117.0695419,"-0.058","1.229","0.509","1.775","1.292","N/A","-0.244","N/A","-0.157","-0.088","N/A","N/A","N/A","N/A",1,4,3,4,4,0,1,0,1,1,0,0,0,0
"Paradise Park",37.0062975,-122.0424133,"-1.074","-0.125","0.495","-0.094","-1.448","N/A","0.394","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,2,1,1,0,2,0,1,1,0,0,1,0
"Pasatiempo",37.0034208,-122.0265053,"-1.074","-0.02","-0.453","-1.164","-0.678","N/A","0.548","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,0,3,0,1,1,0,0,1,0
"Penngrove",38.3005984,-122.6705664,"-0.188","-0.121","-0.471","-0.3","-0.028","N/A","-0.315","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,0,1,0,1,1,0,0,1,0
"Pescadero",37.2448941,-122.378866,"-1.074","0.954","-0.445","0.102","-0.118","N/A","1.424","N/A","-0.157","-0.088","N/A","N/A","-0.248","N/A",1,3,1,2,1,0,4,0,1,1,0,0,1,0
"Phillipsville",40.2107035,-123.7812117,"-1.074","1.18","2.036","-0.423","2.312","N/A","-0.131","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,4,4,1,4,0,1,0,1,1,0,0,1,0
"Philo",39.0657197,-123.4452174,"3.072","0.54","1.511","0.414","0.686","N/A","0.293","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",4,3,4,2,3,0,2,0,1,1,0,0,1,0
"Pine Canyon",36.1720725,-121.1430132,"0.023","0","0.199","0.881","0.161","N/A","-0.02","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,2,3,2,0,1,0,1,1,0,0,1,0
"Pine Hills",40.7329502,-124.161326,"0.756","0.395","0.023","0.2","0.281","0.311","0.7","-1.416","-0.157","-0.088","N/A","N/A","0.247","N/A",3,2,2,2,2,2,3,1,1,1,0,0,2,0
"Pine Valley",32.841513,-116.5107062,"-0.514","-0.142","-0.466","-0.484","-0.641","0.321","0.601","-0.093","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,2,3,1,1,1,0,0,1,0
"Piru",34.4069212,-118.7995724,"0.483","-0.032","0.077","1.948","0.498","-1.071","-0.33","-0.056","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,2,4,2,1,1,1,1,1,0,0,1,0
"Point Reyes Station",38.0846469,-122.8092262,"-0.48","1.716","1.58","-0.842","-0.331","N/A","1.847","-0.091","-0.157","-0.088","N/A","N/A","-0.042","N/A",1,4,4,1,1,0,4,1,1,1,0,0,1,0
"Potrero",32.6130891,-116.6068146,"3.424","-1.456","1.644","0.759","1.498","N/A","-1.699","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",4,1,4,3,4,0,1,0,1,1,0,0,1,0
"Potter Valley",39.3171408,-123.10986,"0.275","-0.04","-0.098","-0.967","-0.288","N/A","-0.431","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,1,1,1,0,1,0,1,1,0,0,1,0
"Prunedale",36.8117473,-121.6549596,"-0.391","-0.252","-0.248","0.627","0.001","-0.44","-0.095","-0.004","-0.157","-0.088","N/A","N/A","-0.213","N/A",1,1,1,3,2,1,1,1,1,1,0,0,1,0
"Quartz Hill",34.6519876,-118.2159454,"0.429","0.375","-0.195","0.299","0.18","0.918","-0.16","0.346","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,2,1,2,2,3,1,2,1,1,0,0,1,0
"Rainbow",33.4098511,-117.139438,"-0.177","0.797","0.182","-0.15","-0.009","0.463","0.923","0.181","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,3,2,1,1,2,3,2,1,1,0,0,1,0
"Ramona",33.0458112,-116.8775465,"-0.496","-0.552","-0.299","0.209","-0.257","0.323","-0.568","0.317","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,2,1,2,1,2,1,1,0,0,1,0
"Rancho San Diego",32.762404,-116.9196907,"-0.319","-0.177","-0.813","0.003","-0.411","0.099","0.145","0.744","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,2,1,2,2,3,1,1,0,0,1,0
"Rancho Santa Fe",33.025814,-117.198148,"-0.711","1.067","-2.408","-0.926","-0.797","-0.246","0.577","2.305","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,4,1,1,1,1,3,4,1,1,0,0,1,0
"Redcrest",40.3987748,-123.9474151,"-1.074","4.803","2.1","-1.594","-1.448","N/A","4.183","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,4,4,1,1,0,4,0,1,1,0,0,1,0
"Redway",40.1202227,-123.8217768,"-0.906","-0.35","1.344","-0.808","0.844","N/A","0.268","-1.133","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,4,1,3,0,2,1,1,1,0,0,1,0
"Redwood Valley",39.2685476,-123.2027581,"-1.074","-1.169","0.365","-0.578","-0.673","N/A","-1.057","N/A","-0.153","-0.087","N/A","N/A","-0.309","N/A",1,1,2,1,1,0,1,0,1,1,0,0,1,0
"Reliez Valley",37.9398832,-122.1026939,"-0.948","0.049","-1.856","-0.518","-1.122","N/A","0.463","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,1,1,1,0,2,0,1,1,0,0,1,0
"Rio del Mar",36.9578994,-121.8848228,"-0.838","0.221","-1.317","-0.767","-0.793","0.143","0.315","1.45","-0.157","-0.088","N/A","N/A","-0.303","N/A",1,2,1,1,1,2,2,4,1,1,0,0,1,0
"Rodeo",38.036605,-122.2539556,"0.613","-0.34","-0.26","1.315","0.293","0.161","-0.484","0.571","-0.157","-0.088","N/A","N/A","-0.277","N/A",3,1,1,4,2,2,1,3,1,1,0,0,1,0
"Rollingwood",37.9653932,-122.3305499,"0.473","-0.298","-0.286","2.456","0.818","0.028","-0.458","1.698","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,1,4,3,2,1,4,1,1,0,0,1,0
"Rosamond",34.8656273,-118.2147671,"0.446","0.002","0.484","0.497","1.089","0.07","-0.54","N/A","-0.157","-0.088","N/A","N/A","N/A","N/A",2,2,2,2,4,2,1,0,1,1,0,0,0,0
"Rose Hills",34.0091086,-118.0419384,"-0.401","-0.625","-0.94","0.335","-0.303","N/A","-0.414","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,2,1,0,1,0,1,1,0,0,1,0
"Rossmoor",33.7886236,-118.0803625,"-0.768","-0.168","-1.972","-0.348","-0.925","0.955","0.125","1.446","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,3,2,4,1,1,0,0,1,0
"Rowland Heights",33.9703133,-117.8905677,"0.152","-0.026","-0.534","2.168","-0.24","1.25","-0.073","0.882","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,1,1,4,1,4,1,3,1,1,0,0,1,0
"Rutherford",38.458864,-122.4288313,"-1.074","0.898","0.502","-0.518","0.228","N/A","1.019","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,3,3,1,2,0,4,0,1,1,0,0,1,0
"Salmon Creek",38.3462121,-123.059329,"-1.074","4.803","1.713","-1.594","-1.448","N/A","6.068","N/A","-0.157","-0.088","N/A","N/A","-0.241","N/A",1,4,4,1,1,0,4,0,1,1,0,0,1,0
"Samoa",40.814609,-124.1892153,"0.744","0","0.814","0.323","2.409","N/A","-0.828","N/A","-0.157","-0.088","N/A","N/A","-0.105","N/A",3,2,3,2,4,0,1,0,1,1,0,0,1,0
"San Ardo",36.023699,-120.9073068,"0.793","0.445","1.818","3.128","1.346","N/A","-0.948","-1.099","-0.157","-0.088","N/A","N/A","-0.309","N/A",3,2,4,4,4,0,1,1,1,1,0,0,1,0
"San Diego Country Estates",33.0093755,-116.7873141,"-0.847","-0.211","-1.18","-0.597","-0.818","-0.239","-0.07","0.313","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,1,1,2,1,1,0,0,1,0
"San Geronimo",38.0067128,-122.6632659,"-0.564","0.006","0.011","-0.819","-0.48","0.089","0.846","1.179","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,2,1,1,2,3,4,1,1,0,0,1,0
"San Lorenzo",37.6744403,-122.1351339,"-0.338","-0.367","-0.623","1.037","-0.136","0.664","-0.204","1.303","-0.157","-0.088","N/A","N/A","-0.06","N/A",1,1,1,4,1,3,1,4,1,1,0,0,1,0
"San Lucas",36.1283492,-121.0217318,"0.421","0.467","0.443","2.385","0.271","0.227","-0.601","-0.994","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,2,2,4,2,2,1,1,1,1,0,0,1,0
"San Martin",37.0828771,-121.5963105,"-0.596","-0.429","-0.96","0.402","-0.267","-0.168","0.16","0.931","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,2,1,1,2,3,1,1,0,0,1,0
"San Miguel (Contra Costa County)",37.8866992,-122.0368328,"-0.935","-0.363","-2.088","-0.594","-1.083","N/A","-0.06","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,0,1,0,1,1,0,0,1,0
"San Miguel (San Luis Obispo County)",35.753402,-120.6923925,"1.105","-0.752","0.053","1.481","1.215","1.186","-1.469","-0.903","-0.157","-0.088","N/A","N/A","-0.309","N/A",4,1,2,4,4,4,1,1,1,1,0,0,1,0
"San Pasqual",34.1392184,-118.102517,"-0.449","-0.98","-0.914","0.409","-0.839","N/A","-0.909","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,2,1,0,1,0,1,1,0,0,1,0
"San Simeon",35.6182056,-121.137438,"-1.074","-1.387","1.334","2.768","0.264","N/A","-0.902","N/A","-0.13","-0.049","N/A","N/A","-0.292","N/A",1,1,4,4,2,0,1,0,1,1,0,0,1,0
"Santa Margarita",35.3894265,-120.6081585,"-0.464","0.385","1.064","-1.153","-0.153","N/A","-0.135","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,4,1,1,0,1,0,1,1,0,0,1,0
"Santa Rosa Valley",34.245309,-118.902385,"-0.765","0.279","-1.711","-0.999","-1.094","N/A","0.451","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,2,1,1,1,0,2,0,1,1,0,0,1,0
"Santa Susana",34.2579541,-118.6663629,"-0.451","-0.721","-0.293","-0.416","-0.701","N/A","-0.848","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,0,1,0,1,1,0,0,1,0
"Santa Venetia",38.0055686,-122.5028113,"-0.977","-0.362","-0.697","-0.018","-0.845","-0.215","-0.143","1.113","-0.157","-0.088","N/A","N/A","0.259","N/A",1,1,1,1,1,1,1,4,1,1,0,0,2,0
"Santa Ynez",34.619076,-120.0939225,"-0.245","-0.305","-0.787","-0.625","-0.358","0.4","-0.125","0.364","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,2,1,2,1,1,0,0,1,0
"Saranap",37.8878147,-122.0761374,"-1.014","-0.986","-1.173","-0.523","-1.063","N/A","-0.808","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",1,1,1,1,1,0,1,0,1,1,0,0,1,0
"Saticoy",34.2819501,-119.1452441,"0.301","0.482","0.083","1.73","1.676","N/A","-0.464","N/A","-0.157","-0.088","N/A","N/A","-0.309","N/A",2,2,2,4,4,0,1,0,1,1,0,0,1,0
